Client_ID,Nom_Client,Date_naissance,Nationalité,Adresse,Numéro_Identité,Profession,Score_Risque,Statut_KYC
625,Abdullah,7/28/1976,South Africa,Room 332,500b88e9-e7da-4d9a-9acd-49f1057ff372,VP Sales,3-May,en attente
626,Layla,6/18/1982,France,Room 133,d24c8094-432a-4c41-9c54-704fadde4fd5,Director of Sales,3-May,Rejeté
627,Zainab,3/23/1997,France,Room 363,af5a200b-2ed4-4d5c-9d75-e6ec82f0722d,Nurse Practicioner,5-May,Rejeté
628,Abdullah,3/31/1973,South Africa,8th Floor,5a1af8e5-06c4-41cd-9c62-aaf3335c764e,Sales Representative,5-May,Validé
629,Omar,8/24/1981,France,Apt 604,cb719c9a-0166-4b9e-b585-ff69a90f6337,Chief Design Engineer,1-May,en attente
630,Abdullah,4/3/1986,France,19th Floor,9d96f2fe-0688-4073-85cb-8506e02ccead,Recruiter,1-May,en attente
631,Ali,11/27/1997,France,Suite 13,ef5c0580-f923-4c39-baeb-0da8ff1a7dd7,Human Resources Manager,1-May,Validé
632,Aisha,2/2/1995,France,Room 1501,a81cb309-b36f-4b39-bf69-999ef5c17318,Engineer II,4-May,Rejeté
633,Ali,1/6/1999,France,20th Floor,02d93d3e-0969-44a1-ae28-41ae45306ec4,Chemical Engineer,4-May,Validé
634,Nour,1/3/1998,France,12th Floor,ed71419f-a98e-4fb1-bcdf-a3ffd2759ce8,Design Engineer,3-May,Validé
635,Aisha,2/27/1989,France,Suite 4,466d2089-2f6a-4381-adb8-48f531eea3ea,Computer Systems Analyst I,4-May,en attente
636,Khalid,3/11/1975,South Africa,Room 43,83313a54-890a-4878-ae61-c8b52b8dfe70,Accountant II,1-May,Rejeté
637,Abdullah,5/31/1972,France,3rd Floor,036ef079-3fe2-4081-8ae6-1e838cf8c3af,Professor,4-May,Rejeté
638,Aisha,3/29/2003,France,13th Floor,bbc32462-7a7c-45e7-a91a-3871b858ca94,Systems Administrator II,2-May,Validé
639,Khalid,4/17/1976,France,Room 1187,a694e119-cefb-44f8-b107-6555037a808f,Business Systems Development Analyst,4-May,en attente
640,Omar,12/29/1983,France,15th Floor,49c4f198-6a77-4ec6-8a32-001f6452ef65,Actuary,4-May,Validé
641,Fatima,4/9/1974,France,Suite 83,135342f3-c33f-4708-a634-a888408b6bf6,Occupational Therapist,5-May,en attente
642,Omar,12/10/1984,Morocco,PO Box 45611,246751f7-8d59-4910-a698-7969aa49a843,Tax Accountant,2-May,en attente
643,Fatima,8/1/1993,France,Room 578,d2542890-c339-4939-aa02-5bfbef90b728,Sales Representative,2-May,Validé
644,Abdullah,10/16/2000,France,PO Box 58199,8e8c52d4-f48e-4fec-9f50-f8b81b8d581c,Director of Sales,5-May,Validé
645,Fatima,1/3/1991,France,PO Box 73187,4fd48e67-60d8-4d6b-b031-00e33331b8eb,Automation Specialist IV,2-May,Validé
646,Omar,8/1/1982,France,Apt 1415,689678a0-5026-4979-83a7-1030e6708233,Data Coordinator,2-May,en attente
647,Fatima,12/25/2002,France,PO Box 96789,cf3880d6-ecea-448f-b8a4-c8decc1cc729,Senior Editor,5-May,en attente
648,Zainab,3/9/1982,France,Apt 660,c5505596-36e6-45c1-a0c5-ff51d2835c23,Executive Secretary,4-May,Rejeté
649,Khalid,3/10/1989,South Africa,Suite 49,5f0c7d34-2358-41af-b959-f90e3c8e23cf,Environmental Tech,1-May,Rejeté
650,Youssef,7/30/1973,France,Apt 961,e9ec66d8-dd3d-4ff9-8727-aaadf546e853,Occupational Therapist,5-May,Validé
651,Layla,9/21/2000,France,Suite 37,7695e814-bbae-4c08-aed3-10a855bcf343,Statistician IV,2-May,en attente
652,Abdullah,12/24/1987,France,16th Floor,a2378344-7863-4fb9-9dcf-aebfd0a9fb35,Marketing Manager,3-May,Validé
653,Zainab,1/26/1997,France,Room 822,934bb156-f3ba-4274-8002-986ca778e70d,Structural Analysis Engineer,3-May,Validé
654,Fatima,4/17/2003,France,PO Box 23259,d397ab0d-8060-48d8-bb09-d5beb5cb93bb,Operator,1-May,Rejeté
655,Abdullah,11/29/1977,France,14th Floor,d1ac758d-e054-4dc0-9728-0ab6d94d11e6,Teacher,3-May,Validé
656,Abdullah,10/15/2002,Morocco,Apt 683,f1c10d77-b5c7-44d8-82a8-e75e117cfb54,Administrative Assistant IV,4-May,Rejeté
657,Khalid,5/28/1989,France,Room 1428,07a7c9fe-22e4-4e0a-a63a-53f959071d78,Account Coordinator,4-May,Validé
658,Aisha,12/28/1994,France,Room 492,494f8653-ee4c-480a-bbe6-7edab51159a0,VP Quality Control,3-May,en attente
659,Layla,6/24/1975,France,Room 105,a35de720-9921-4d3d-894d-afdfe1f01476,VP Marketing,2-May,Rejeté
660,Layla,11/7/1983,Morocco,9th Floor,197791e9-78f1-4057-ae42-4cb7ed0dc0eb,Environmental Tech,3-May,en attente
661,Nour,10/20/1979,France,Suite 76,2003b1e0-bff7-4708-b034-b912231ca3c9,VP Sales,5-May,en attente
662,Nour,7/15/1992,France,9th Floor,40ac695d-95ae-464f-b48c-783837e024b4,Biostatistician IV,1-May,Validé
663,Abdullah,11/15/2005,France,Apt 1380,3c2ebaa4-e56a-42cb-85f7-335d009d6ba1,Developer II,3-May,Validé
664,Zainab,12/19/2001,Morocco,14th Floor,94257870-5e52-4e8a-9713-dd39d39b36c6,Financial Advisor,1-May,en attente
665,Abdullah,5/13/1991,France,8th Floor,f12b1e6b-5c57-47de-80e3-86a2e2ad3feb,Geological Engineer,3-May,Validé
666,Omar,12/29/1992,Morocco,PO Box 28885,eb67829c-6dc4-480b-9925-37589a02517a,Editor,2-May,Validé
667,Omar,12/4/1974,South Africa,Apt 854,11902ba5-7a2d-4aa3-af63-e2aa95a28b2e,Computer Systems Analyst III,4-May,Validé
668,Fatima,4/25/1987,France,Apt 239,3a159760-f129-4692-8c64-2c4309374d56,Geologist IV,3-May,en attente
669,Fatima,11/21/1999,France,Room 1060,a2232c02-4f76-409e-8f99-4c09ff1eff57,Biostatistician III,2-May,Validé
670,Khalid,1/17/1990,France,PO Box 23917,f4556f66-df32-4e47-b606-e97b50dfc22d,Financial Analyst,3-May,en attente
671,Zainab,12/27/1999,France,PO Box 38938,1af3822a-082f-4347-b3cb-9cdf3ef39f54,Geological Engineer,1-May,en attente
672,Nour,10/13/1998,France,2nd Floor,54474969-bbba-41d7-9324-72e51baefb6a,Biostatistician IV,2-May,Rejeté
673,Nour,11/22/1976,France,4th Floor,103e336f-e171-44f6-b186-078b31a4c067,Systems Administrator III,1-May,Validé
674,Youssef,6/2/1975,France,18th Floor,7217dce9-5dbd-43bb-9927-56cf0491ce83,Senior Developer,2-May,en attente
675,Aisha,11/13/1979,South Africa,Suite 63,d42201c8-5d05-4ca3-954c-c7cdfed6b551,Software Consultant,4-May,en attente
676,Khalid,11/7/1991,France,9th Floor,56b7ee3c-dd5d-458e-9820-72d98d99545c,Administrative Assistant IV,2-May,Rejeté
677,Aisha,12/13/1994,Morocco,4th Floor,65c16fee-3779-4425-9c1b-ab03cef3a38b,Account Coordinator,1-May,en attente
678,Aisha,11/23/1976,South Africa,Suite 54,0128018c-919e-4c7a-aeb3-5a43d5847ea8,Help Desk Operator,2-May,Validé
679,Omar,9/24/1999,France,PO Box 96444,f4a87103-c1e1-4184-b981-74a395c19718,VP Marketing,3-May,Rejeté
680,Aisha,2/22/2002,France,5th Floor,7cdd8048-175f-4530-98b3-db734fe614ea,Help Desk Operator,1-May,en attente
681,Nour,11/30/1998,France,Apt 721,5b14c0f8-1133-466e-9fb2-22b8850c5823,Account Coordinator,3-May,en attente
682,Youssef,5/19/1996,France,PO Box 88297,4cdd1770-71f6-44b6-b35f-9a2fa9823084,Staff Accountant I,1-May,en attente
683,Omar,10/22/1993,France,Room 877,7eb9b02d-8cbf-4d3a-9e91-9aa874e526f1,Analog Circuit Design manager,4-May,en attente
684,Khalid,7/26/1988,Morocco,Apt 796,70bf66da-12de-4457-ad10-fc27290af58a,Office Assistant II,5-May,Validé
685,Aisha,4/23/1982,Morocco,10th Floor,e4be372c-50ee-4f78-96bf-524529af4c63,Tax Accountant,1-May,Validé
686,Fatima,6/15/1980,France,13th Floor,a9bf4795-d60e-4452-ba13-1337bb5b2deb,VP Product Management,2-May,Rejeté
687,Fatima,1/13/1981,France,3rd Floor,5580156e-6694-4b90-a99f-37580cba9682,Structural Engineer,3-May,en attente
688,Layla,8/1/1976,France,Apt 1377,021b9924-d4a0-40db-9dc4-efa0623aab58,Automation Specialist II,5-May,Validé
689,Zainab,1/15/1982,Morocco,19th Floor,1fedeb9f-3aff-4974-9dcf-ab0a5be82b64,Developer IV,1-May,en attente
690,Youssef,12/15/1998,France,Apt 1903,bb016493-8d25-47d0-83eb-c05d593d4534,Product Engineer,4-May,en attente
691,Fatima,12/24/1972,South Africa,Suite 45,7f93dad4-1d36-4a77-b67d-a03a737d8f88,Teacher,2-May,Rejeté
692,Youssef,9/20/1999,France,Room 469,a7ca6b76-5123-4018-bed5-81fab33e5cd9,Social Worker,3-May,Validé
693,Khalid,10/30/2002,South Africa,PO Box 79158,6a6a668c-b780-4b26-90b9-e23c60674e25,Accountant IV,5-May,Rejeté
694,Khalid,4/24/1986,France,Room 1456,acbdffa0-1313-4204-8c85-7aa1b42f22d4,Environmental Specialist,3-May,Validé
695,Omar,8/5/1996,France,11th Floor,4794396c-4c8d-48c0-8a6a-654599fa8658,Senior Cost Accountant,5-May,Rejeté
696,Aisha,12/25/1986,France,Room 1524,2ff1ed23-81c7-4b0c-8014-0666bbf98333,Community Outreach Specialist,2-May,en attente
697,Ali,4/13/1995,South Africa,PO Box 29429,9d24b1b5-d178-43f8-8e36-997cd45abeea,Senior Sales Associate,3-May,Validé
698,Omar,7/5/1988,France,Room 823,6addce08-c4ad-4aaa-8ada-24d179c2e31e,Civil Engineer,4-May,en attente
699,Khalid,3/10/1981,France,Apt 422,5123a731-9fa6-4b32-b170-5f2077071b16,Associate Professor,4-May,Rejeté
700,Aisha,9/4/1997,France,Apt 442,959e1ded-ced7-437c-b533-493e17b5dc70,Administrative Officer,3-May,en attente
701,Ali,12/19/1974,France,Apt 483,4cc588e8-0b7e-4e2c-8e40-daa03a3bc64b,Structural Engineer,1-May,Rejeté
702,Layla,11/24/1998,France,17th Floor,d6149f2d-ea88-4421-a7c9-a51b1d8938dc,Director of Sales,2-May,en attente
703,Nour,11/18/1991,France,Suite 81,b2b1f875-7837-44aa-9553-3a2ad025b1c2,Junior Executive,5-May,Validé
704,Layla,7/25/1986,France,5th Floor,eb3a6bde-72d5-4e5e-a239-abf648a7cfdf,Cost Accountant,3-May,en attente
705,Layla,3/10/1981,France,Apt 1757,5c327ff6-a633-46de-9720-c39c830a3edb,Paralegal,3-May,Validé
706,Fatima,2/8/1989,France,Apt 1140,e4577aea-691c-40d1-95c6-790efc0c82f9,Media Manager IV,5-May,Rejeté
707,Nour,9/30/2000,France,Room 1279,b0889ca9-a065-4a83-924c-7ef3ade907c9,Data Coordinator,3-May,en attente
708,Khalid,8/27/1976,South Africa,Suite 58,26f54066-724b-4650-a8ca-23d4b19e4e0d,Structural Analysis Engineer,3-May,Rejeté
709,Ali,9/19/1996,South Africa,13th Floor,a293de0e-e1ad-44d5-90d3-99d0df2b2329,Human Resources Assistant IV,4-May,en attente
710,Khalid,7/25/1991,France,3rd Floor,a487dfc3-c9cb-4402-adc0-3e7d73ee803d,Librarian,4-May,Validé
711,Abdullah,10/24/1997,France,10th Floor,0d61b20f-9a64-46ce-a988-929259d92e43,Product Engineer,5-May,Validé
712,Youssef,7/8/1976,France,Room 1212,78182611-2d67-42e5-b4ff-446cb6292aca,Administrative Assistant IV,5-May,Validé
713,Abdullah,6/5/1991,France,PO Box 24771,c941babf-627a-4656-849f-79032d31a373,Geological Engineer,4-May,en attente
714,Omar,5/17/1990,France,PO Box 95167,9a44f5db-ed6e-4186-8f38-ee620db4155a,Data Coordinator,4-May,Rejeté
715,Ali,10/28/1984,France,Suite 46,dff7a469-1538-4929-8c7c-8b568eca9782,Financial Analyst,3-May,Rejeté
716,Omar,5/7/1977,France,Suite 40,93259ace-1a14-4d55-9c78-6ae39d1aaf3b,Research Associate,3-May,en attente
717,Aisha,5/23/2005,France,Suite 46,342d3dfb-5063-4346-b559-e57f67c659cb,Analyst Programmer,4-May,Validé
718,Youssef,11/27/1971,France,PO Box 92718,6e7c59fe-7452-4b83-a535-ecc44c91d7c8,Administrative Officer,2-May,Validé
719,Layla,4/14/1984,France,Room 1622,4a522c69-9972-41aa-bfbf-e12943a7cf00,Occupational Therapist,1-May,Validé
720,Youssef,11/11/1984,South Africa,Suite 21,bed931f4-3e15-4e6b-95fa-659a99cf35da,Engineer I,4-May,en attente
721,Youssef,5/1/2002,France,Suite 82,3b8f2c16-66a8-4ee3-aa47-ffd23b866d37,Associate Professor,3-May,Rejeté
722,Zainab,5/11/1970,Morocco,1st Floor,8885182c-a6a1-49df-9971-35d5f68555ef,Safety Technician III,2-May,Validé
723,Aisha,8/4/1971,France,PO Box 49804,f7bbf11c-79a7-4ef2-a023-ae560292aa5c,Media Manager III,5-May,en attente
724,Omar,12/6/2004,France,Suite 74,15a02416-ebe3-4068-884b-e16f0d6b36e1,Quality Control Specialist,2-May,en attente
725,Abdullah,7/20/1997,France,PO Box 9799,19dd11a1-f2d1-47d4-b14c-592c2f74a3e6,Assistant Manager,1-May,Validé
726,Khalid,1/11/1974,France,Suite 39,afc13500-57f0-4dc5-bddd-d3ed808970a7,Account Representative I,4-May,en attente
727,Abdullah,4/8/2004,South Africa,PO Box 19658,3ebfd253-dc2e-4afc-87b5-f3f9c95045e0,Actuary,4-May,en attente
728,Omar,12/29/1971,Morocco,Room 721,712ddd60-01cf-4f3a-9c85-21adc6d31fc2,Geologist I,1-May,en attente
729,Khalid,9/12/1991,France,6th Floor,44b2db18-ca4c-4035-a749-18688953e887,Paralegal,3-May,Rejeté
730,Khalid,3/12/1989,France,Suite 91,81579498-5089-4f9f-b844-e2b5049e32f5,Social Worker,5-May,en attente
731,Layla,5/15/2001,France,Apt 946,f0b6e2e1-9d30-4515-bb4d-cf1b120ab3c7,Sales Representative,4-May,en attente
732,Layla,11/25/1985,France,PO Box 17657,7918e0f6-f20c-4977-bf17-0578403d39ef,Legal Assistant,4-May,en attente
733,Khalid,2/19/1986,France,PO Box 30795,249a063e-e4e5-4b7f-ba7c-e4f399fd11fe,Nurse,3-May,Validé
734,Khalid,4/2/2003,France,Suite 32,78277c1b-8601-4cca-a3a3-9f1d9d66a03f,Internal Auditor,2-May,Validé
735,Abdullah,4/21/1990,South Africa,Room 1205,2d954fe6-7392-4ccd-af8f-09bfb0a18d48,Structural Engineer,3-May,Rejeté
736,Fatima,4/4/1973,India,Suite 65,c90dbf5a-2a19-436e-92b2-8edf12e38c92,Social Worker,1-May,Validé
737,Khalid,1/28/1992,France,Apt 1011,10542463-d7f7-4f81-b0eb-53c0fd9fa1bc,Desktop Support Technician,2-May,Rejeté
738,Fatima,4/2/2001,France,PO Box 84116,e2129d32-8f98-4a58-ba15-43e44af313ce,Accounting Assistant II,1-May,en attente
739,Nour,2/10/1982,France,Suite 82,2c283edd-b73a-423d-b1ae-da871217d6db,Safety Technician III,2-May,en attente
740,Aisha,9/24/1997,France,7th Floor,f2c1f0f6-e2ba-4379-8cbc-27f8074efc79,Design Engineer,5-May,Rejeté
741,Youssef,11/13/1980,France,PO Box 86323,a045b453-2dfd-4dd2-a30c-ed66d251ba54,Payment Adjustment Coordinator,3-May,Rejeté
742,Khalid,6/14/2006,Morocco,Room 1743,d18e6684-2759-4a13-bc93-0019206b3164,Automation Specialist I,4-May,Validé
743,Zainab,4/30/1976,France,Apt 1397,7cc4a074-afdc-4b55-a9b2-5f7a33b9840d,Safety Technician III,5-May,Validé
744,Zainab,10/2/2001,France,Apt 630,0faada52-bb9d-4b32-ab6f-5b00c6a549d8,Assistant Manager,4-May,en attente
745,Omar,6/27/1981,France,PO Box 27786,7781576b-ffea-47b6-8884-f1ad516a7393,Information Systems Manager,4-May,en attente
746,Ali,7/12/1982,France,3rd Floor,364af1e6-cb23-47ea-9286-cf72eccda950,Analyst Programmer,5-May,en attente
747,Ali,4/21/2005,France,PO Box 2939,8830b101-597e-4248-a0ce-d9e8af3df3a7,Registered Nurse,3-May,Validé
748,Abdullah,6/22/1997,France,16th Floor,5e07dcd6-1fb5-4a4a-87f6-1c54b27a5062,VP Accounting,4-May,Validé
749,Aisha,8/14/2000,France,Room 836,5b20cc24-278c-47a8-8dd1-f9386fb079d8,Technical Writer,4-May,en attente
750,Fatima,10/1/1972,France,Suite 80,9076be56-36c0-46db-a288-900e333f843d,Data Coordinator,4-May,Validé
751,Youssef,11/28/1989,France,Apt 897,1fb1a3ab-1df1-4dd1-84a5-f8df87c57656,Analyst Programmer,3-May,en attente
752,Fatima,6/5/1991,France,Room 1961,85e21919-d5a1-4e36-b889-fc7c44b72ae0,Assistant Professor,4-May,en attente
753,Ali,9/20/1990,France,Apt 1914,108e48e3-6724-4f86-9a22-29634a04b507,Administrative Officer,1-May,Validé
754,Omar,6/8/1976,Morocco,Apt 1225,26428027-aac6-4795-a5e0-3afec1f67ed4,VP Marketing,4-May,Validé
755,Youssef,12/1/1975,South Africa,Apt 1777,06b7a834-f27b-4544-aee3-deb1fbd77886,Web Designer III,1-May,en attente
756,Abdullah,5/30/1995,France,PO Box 33346,97fdc516-9ed1-456f-9eee-904d4b7a1632,Physical Therapy Assistant,5-May,Validé
757,Nour,1/4/1974,Morocco,Apt 337,b38d1fc8-a38c-4730-b9d9-ccb5a1cb743f,Information Systems Manager,4-May,Rejeté
758,Youssef,5/28/1971,France,PO Box 88856,8fdd753c-ed81-4045-b6ef-51439b1096d0,Administrative Assistant II,5-May,en attente
759,Layla,5/27/2003,France,3rd Floor,79cc57eb-f1d0-40d8-9772-388acfeffddb,Recruiting Manager,4-May,Rejeté
760,Khalid,8/13/1984,France,Room 799,15d9def4-e114-4f1b-9c22-ca76f3fbb7c3,Research Nurse,1-May,Rejeté
761,Nour,3/31/1978,France,Apt 977,3078691f-7c3c-4592-bbf8-6c0429d7dd10,Recruiter,4-May,en attente
762,Abdullah,10/10/2004,France,PO Box 51035,7231d3ce-42d6-4921-babc-be84b7ead8f2,Safety Technician II,5-May,en attente
763,Layla,2/20/1991,Morocco,Room 531,badbd4fc-d57e-448f-8e26-376e7199d76d,Internal Auditor,2-May,Validé
764,Zainab,3/17/1986,France,20th Floor,506ac881-a4b6-438b-bb02-9a0f447a9246,Chemical Engineer,4-May,Rejeté
765,Omar,1/19/1984,Morocco,Apt 61,4a8bb64b-dd71-4596-ab7d-b5c775fdf98b,Senior Editor,1-May,Validé
766,Abdullah,9/30/1999,France,Room 284,9eabfc8f-12ac-4d40-956b-c8e3a7843c4f,Senior Financial Analyst,1-May,Validé
767,Zainab,1/7/1989,France,PO Box 26012,bafb0d6b-6762-45da-b3f0-a24745c937c1,Cost Accountant,4-May,Validé
768,Layla,5/4/2006,Micronesia,16th Floor,2e2edb9d-b003-421b-85b1-1a84ff030047,Assistant Media Planner,4-May,Validé
769,Youssef,5/7/1980,France,PO Box 38231,d3c62f83-a3c8-4515-ab60-8dc898b4dfd0,Programmer Analyst II,5-May,Validé
770,Nour,10/31/2005,France,Room 453,e5d60836-a945-4b61-9543-b8b2f68a5028,Occupational Therapist,2-May,Validé
771,Aisha,6/28/1993,South Africa,Suite 29,018d7d2d-b1bb-4c8d-9c44-110073f06f0f,Structural Engineer,1-May,Rejeté
772,Fatima,8/18/1990,France,Room 1286,da464185-d678-43b6-abd2-8a949b06b424,Senior Financial Analyst,4-May,Validé
773,Ali,4/12/1980,France,Room 1223,560cd42c-70c2-4413-8ccb-97091869e980,Software Consultant,5-May,Validé
774,Abdullah,12/2/1974,France,Suite 31,759c5191-c4c3-4c57-8052-4d47f0c681a9,Computer Systems Analyst I,3-May,Validé
775,Nour,7/27/1975,South Africa,PO Box 13196,9352ba31-12b3-4400-97d0-88151b9a59fd,Speech Pathologist,5-May,Rejeté
776,Abdullah,9/18/2002,France,Room 92,ee6edb45-dad2-46a0-98b7-2ef14e493426,Speech Pathologist,4-May,Validé
777,Aisha,11/5/1981,Micronesia,Suite 87,cb54911b-340d-4f67-8685-fd8cda5e75ab,Chief Design Engineer,1-May,Validé
778,Fatima,10/15/1982,France,PO Box 14958,d62ffd28-afb4-45ca-bdb5-e841da145869,Systems Administrator III,3-May,Validé
779,Abdullah,7/16/1992,France,Apt 879,a07678e7-87af-44e6-b0fd-67eb6553b14a,Operator,5-May,Validé
780,Ali,4/21/1997,France,Apt 1706,b3e7b6c9-1398-4c47-bced-e2c32f122ce8,Executive Secretary,2-May,en attente
781,Khalid,11/14/2004,France,Room 827,efad179d-26a6-4669-9ead-8c084b6b82bc,Web Designer III,1-May,Rejeté
782,Aisha,8/24/1977,France,20th Floor,0f1df724-a30a-44e4-9507-d93f1246a892,VP Sales,4-May,en attente
783,Fatima,6/4/1998,France,Apt 1083,6fcd0d8a-43e3-4814-93ac-198b13947dce,Accountant I,5-May,Validé
784,Ali,11/5/1985,South Africa,Suite 71,f2065b18-51a0-43c7-acd6-67970006a83f,Administrative Officer,3-May,Validé
785,Fatima,2/17/1976,South Africa,Apt 1981,5b00a60d-87a2-4685-9203-91a9da35513d,Clinical Specialist,1-May,Rejeté
786,Aisha,2/3/1989,France,20th Floor,19a4f816-e96d-40bf-903e-fa7aa29c22d4,Tax Accountant,5-May,Validé
787,Layla,1/7/1979,Morocco,PO Box 13630,b1c3cde9-cc46-43e5-9ea9-35222fb28d90,Environmental Specialist,2-May,Validé
788,Aisha,3/10/1992,France,Room 406,77870594-8dd3-47f4-81d0-593c49270735,Programmer Analyst II,5-May,Rejeté
789,Ali,3/8/1987,France,Apt 1601,80f89774-e894-46df-8fce-db6e874b9ad5,Analog Circuit Design manager,5-May,Rejeté
790,Khalid,5/27/1989,France,Apt 560,3d740c34-1c8e-4bab-8526-240482ec180a,Librarian,1-May,Validé
791,Khalid,1/4/1971,France,Suite 51,f0894a2d-37e1-48fb-ac7f-78112bae7f4a,Community Outreach Specialist,2-May,Rejeté
792,Khalid,1/10/1984,France,PO Box 88241,162cc8dc-0522-4c9f-99a5-859517390390,Recruiter,5-May,en attente
793,Zainab,8/22/2005,France,Suite 64,374fef59-a085-4cce-be35-79f8162b0a7c,Electrical Engineer,2-May,Validé
794,Zainab,12/25/1972,South Africa,15th Floor,c6a32151-a15f-49b9-bea9-69c78b4d0935,Structural Engineer,4-May,Rejeté
795,Youssef,5/29/1980,South Africa,Suite 57,ea4d30b6-ffd6-4234-851e-f64ce92b4322,Legal Assistant,3-May,Validé
796,Aisha,6/21/2003,France,PO Box 37019,1cef483d-eb97-48e8-a03b-8cf125b94809,Human Resources Assistant I,1-May,en attente
797,Nour,4/28/1981,South Africa,PO Box 1379,6a76a290-3410-4842-98d3-9a065d6a4554,Product Engineer,5-May,en attente
798,Zainab,12/6/2005,Morocco,Room 833,b3db5307-59be-404e-b825-b0348f784f50,Human Resources Assistant III,1-May,Validé
799,Layla,2/20/1993,South Africa,PO Box 94909,9bd661fd-f1c8-4cb3-a3c8-c6685f128cd9,Software Engineer II,4-May,en attente
800,Khalid,2/3/1977,France,13th Floor,b4eed3de-6622-42b8-9fc1-4b0f17b959df,Help Desk Technician,4-May,Rejeté
801,Ali,11/10/1999,France,10th Floor,81cd12bd-9dfb-432d-8cd8-03895a9f7c63,Quality Control Specialist,5-May,en attente
802,Omar,3/22/1982,France,Apt 1571,a27728e8-1326-41ad-bc50-067b31600d97,Biostatistician I,2-May,en attente
803,Youssef,11/29/2004,France,15th Floor,56bed99b-6269-4759-83ba-100796f4eb60,Administrative Officer,2-May,Validé
804,Layla,10/23/1991,France,1st Floor,33c30367-bcf1-4e1a-9151-04f909a376a9,Speech Pathologist,1-May,Rejeté
805,Omar,12/1/1991,Morocco,Apt 985,3e76ba19-360d-4b92-a58f-233c53d9b699,Mechanical Systems Engineer,1-May,Validé
806,Aisha,5/14/1977,Morocco,Suite 66,d2c14dde-766d-4f78-b8b7-911cb5fa7965,Food Chemist,4-May,Rejeté
807,Khalid,8/10/1974,France,13th Floor,72f62d1d-a8af-4fd5-8ff3-3795a22559d1,VP Quality Control,2-May,en attente
808,Aisha,2/27/1991,Morocco,Apt 609,6c83c761-e33e-48c8-b0d5-3cda7a3d4034,Office Assistant I,4-May,Validé
809,Layla,10/3/2005,France,Suite 96,9a306a04-6e74-410e-b45a-b87ecff3217f,Safety Technician II,3-May,Validé
810,Layla,3/20/1988,France,Suite 41,c95647b7-91b6-454e-8189-98bd0168f5bb,Business Systems Development Analyst,5-May,Rejeté
811,Abdullah,7/31/1983,Morocco,Apt 1187,32bd1406-c3e2-4fd9-aedd-42729ec63695,Financial Analyst,2-May,en attente
812,Abdullah,10/4/1977,South Africa,18th Floor,e4633700-072b-47af-b2f3-d08af49f4d99,Human Resources Assistant I,5-May,en attente
813,Youssef,8/15/1974,France,Suite 60,3fb42c41-6fb1-46bc-ace8-b2771f5ffe89,Business Systems Development Analyst,1-May,Validé
814,Zainab,2/16/1980,France,Suite 63,5ee16257-6b7f-4435-b3e8-6fc3a41aa3e3,Help Desk Operator,3-May,en attente
815,Aisha,12/26/1995,South Africa,PO Box 52272,948ae8f9-a61b-460d-bc50-fbc1697205f1,Staff Scientist,1-May,Rejeté
816,Ali,12/14/1993,France,Apt 590,04383720-1867-4222-97ab-fc1e8820c822,Health Coach IV,3-May,en attente
817,Fatima,4/28/1976,Morocco,PO Box 23626,70f8d60a-e04c-4678-be9f-6ef5fd36f5bd,Technical Writer,3-May,Rejeté
818,Omar,6/16/1978,South Africa,PO Box 21818,4802ed73-1c09-4386-bb4d-d09cea25da35,Recruiting Manager,2-May,Validé
819,Fatima,10/5/1988,South Africa,Apt 1929,1becab8a-91d7-4976-b41c-9ba41954b9c2,Assistant Manager,4-May,en attente
820,Abdullah,6/10/1986,France,Room 1402,6a58c421-e09f-43ef-b0c3-c7cde1aba3c1,Administrative Officer,5-May,Validé
821,Khalid,3/22/1976,Morocco,Room 424,92f8ea32-e0c3-48e0-8656-05ec8d3b3ae4,Project Manager,2-May,Rejeté
822,Layla,5/1/1992,France,Apt 1144,e6cc903b-7ca7-4d59-8672-748574ddbd90,Recruiter,4-May,en attente
823,Zainab,9/6/1971,France,Suite 29,466c5f16-da54-48d4-9770-f07272d71b04,Office Assistant I,2-May,en attente
824,Fatima,12/17/1983,France,Apt 1833,6f28ff21-594c-404d-a9fa-dfc21048e6b4,Social Worker,3-May,Validé
825,Layla,6/23/1990,France,Apt 1464,42b26d10-fea0-415a-b74d-dcfc93b2e280,Web Developer II,2-May,Validé
826,Youssef,1/17/1974,France,PO Box 76292,515b994b-df1c-46d5-9ba8-3854aeac49ab,Physical Therapy Assistant,1-May,en attente
827,Nour,3/27/1983,South Africa,12th Floor,13d185a9-cfd1-4a55-b5ab-0c8ab71b9ced,Associate Professor,3-May,Rejeté
828,Nour,9/14/1992,France,Apt 50,1a466037-c12c-4032-821e-957066b374b8,Account Executive,5-May,en attente
829,Omar,5/30/1980,France,Suite 78,54a2023f-0377-40bf-80ef-3a860aa4ab64,Account Coordinator,2-May,Rejeté
830,Aisha,7/2/2004,France,Room 449,d783dd0e-c124-4f9b-8330-6e8653415928,Food Chemist,4-May,en attente
831,Youssef,10/10/1987,France,Apt 654,e68422a4-eea7-45a7-accd-bf580947db77,Recruiter,5-May,Validé
832,Nour,5/18/1994,France,PO Box 76064,519dc380-a680-4469-b266-f0804e0b8fd8,Structural Engineer,4-May,Rejeté
833,Aisha,11/19/1993,France,Suite 38,c8b1d2de-68aa-49dd-a05d-4976c1343240,Compensation Analyst,1-May,Rejeté
